Chr02	10500001	11000000	484
Chr02	11000001	11500000	542
Chr02	11500001	12000000	424
Chr02	12000001	12500000	454
Chr02	12500001	13000000	526
Chr02	13000001	13500000	492
Chr02	13500001	14000000	645
Chr02	14000001	14500000	577
Chr02	14500001	15000000	469
Chr02	15000001	15500000	549
Chr02	15500001	16000000	490
Chr02	16000001	16500000	481
Chr02	16500001	17000000	503
Chr02	17000001	17500000	468
Chr02	17500001	18000000	476
Chr02	18000001	18500000	497
Chr02	18500001	19000000	525
Chr02	19000001	19500000	348
Chr02	19500001	20000000	509
Chr02	20000001	20500000	528
Chr02	20500001	21000000	511
Chr02	21000001	21500000	546
Chr02	21500001	22000000	521
Chr02	22000001	22500000	497
Chr02	22500001	23000000	496
Chr02	23000001	23500000	485
Chr02	23500001	24000000	479
Chr02	24000001	24500000	458
Chr02	24500001	25000000	479
Chr02	25000001	25242375	215
Chr03	1	500000	447
Chr03	500001	1000000	444
Chr03	1000001	1500000	526
Chr03	1500001	2000000	516
Chr03	2000001	2500000	474
Chr03	2500001	3000000	567
Chr03	3000001	3500000	601
Chr03	3500001	4000000	537
Chr03	4000001	4500000	545
Chr03	4500001	5000000	528
Chr03	5000001	5500000	524
Chr03	5500001	6000000	288
Chr03	6000001	6500000	578
Chr03	6500001	7000000	561
Chr03	7000001	7500000	550
Chr03	7500001	8000000	523
Chr03	8000001	8500000	515
Chr03	8500001	9000000	541
Chr03	9000001	9500000	531
Chr03	9500001	10000000	522
Chr03	10000001	10500000	511
Chr03	10500001	11000000	451
Chr03	11000001	11500000	530
Chr03	11500001	12000000	493
Chr03	12000001	12500000	423
Chr03	12500001	13000000	411
Chr03	13000001	13500000	449
Chr03	13500001	14000000	465
Chr03	14000001	14500000	424
Chr03	14500001	15000000	419
Chr03	15000001	15500000	461
Chr03	15500001	16000000	458
Chr03	16000001	16500000	419
Chr03	16500001	17000000	460
Chr03	17000001	17500000	454
Chr03	17500001	18000000	437
Chr03	18000001	18500000	430
Chr03	18500001	19000000	429
Chr03	19000001	19500000	383
Chr03	19500001	20000000	419
Chr03	20000001	20500000	385
Chr03	20500001	21000000	427
Chr03	21000001	21500000	434
Chr03	21500001	21678634	128
Chr04	1	500000	395
Chr04	500001	1000000	435
Chr04	1000001	1500000	451
Chr04	1500001	2000000	572
Chr04	2000001	2500000	531
Chr04	2500001	3000000	443
Chr04	3000001	3500000	468
Chr04	3500001	4000000	511
Chr04	4000001	4500000	504
Chr04	4500001	5000000	584
Chr04	5000001	5500000	510
Chr04	5500001	6000000	513
Chr04	6000001	6500000	443
Chr04	6500001	7000000	479
Chr04	7000001	7500000	453
Chr04	7500001	8000000	524
Chr04	8000001	8500000	524
Chr04	8500001	9000000	491
Chr04	9000001	9500000	547
Chr04	9500001	10000000	559
Chr04	10000001	10500000	503
Chr04	10500001	11000000	533
Chr04	11000001	11500000	552
Chr04	11500001	12000000	602
Chr04	12000001	12500000	554
Chr04	12500001	13000000	328
Chr04	13000001	13500000	590
Chr04	13500001	14000000	316
Chr04	14000001	14500000	510
Chr04	14500001	15000000	487
Chr04	15000001	15500000	572
Chr04	15500001	16000000	495
Chr04	16000001	16500000	482
Chr04	16500001	17000000	505
Chr04	17000001	17500000	450
Chr04	17500001	18000000	440
Chr04	18000001	18500000	451
Chr04	18500001	19000000	428
Chr04	19000001	19500000	339
Chr04	19500001	20000000	463
Chr04	20000001	20500000	432
Chr04	20500001	21000000	410
Chr04	21000001	21500000	423
Chr04	21500001	22000000	507
Chr04	22000001	22500000	544
Chr04	22500001	23000000	526
Chr04	23000001	23500000	391
Chr04	23500001	24000000	394
Chr04	24000001	24140038	129
Chr05	1	500000	467
Chr05	500001	1000000	436
Chr05	1000001	1500000	410
Chr05	1500001	2000000	425
Chr05	2000001	2500000	382
Chr05	2500001	3000000	402
Chr05	3000001	3500000	379
Chr05	3500001	4000000	469
Chr05	4000001	4500000	393
Chr05	4500001	5000000	462
Chr05	5000001	5500000	472
Chr05	5500001	6000000	493
Chr05	6000001	6500000	444
Chr05	6500001	7000000	552
Chr05	7000001	7500000	449
Chr05	7500001	8000000	458
Chr05	8000001	8500000	462
Chr05	8500001	9000000	539
Chr05	9000001	9500000	524
Chr05	9500001	10000000	503
Chr05	10000001	10500000	584
Chr05	10500001	11000000	508
Chr05	11000001	11500000	553
Chr05	11500001	12000000	539
Chr05	12000001	12500000	535
Chr05	12500001	13000000	498
Chr05	13000001	13500000	453
Chr05	13500001	14000000	603
Chr05	14000001	14500000	586
Chr05	14500001	15000000	502
Chr05	15000001	15500000	600
Chr05	15500001	16000000	471
Chr05	16000001	16500000	517
Chr05	16500001	17000000	557
Chr05	17000001	17500000	464
Chr05	17500001	18000000	486
Chr05	18000001	18500000	546
Chr05	18500001	19000000	473
Chr05	19000001	19500000	517
Chr05	19500001	20000000	502
Chr05	20000001	20500000	510
Chr05	20500001	21000000	546
Chr05	21000001	21500000	484
Chr05	21500001	22000000	427
Chr05	22000001	22500000	399
Chr05	22500001	23000000	439
Chr05	23000001	23500000	405
Chr05	23500001	24000000	402
Chr05	24000001	24500000	377
Chr05	24500001	24981103	403
Chr06	1	500000	455
Chr06	500001	1000000	514
Chr06	1000001	1500000	509
Chr06	1500001	2000000	388
Chr06	2000001	2500000	435
Chr06	2500001	3000000	456
Chr06	3000001	3500000	423
Chr06	3500001	4000000	392
Chr06	4000001	4500000	464
Chr06	4500001	5000000	481
Chr06	5000001	5500000	463
Chr06	5500001	6000000	452
Chr06	6000001	6500000	498
Chr06	6500001	7000000	509
Chr06	7000001	7500000	467
Chr06	7500001	8000000	524
Chr06	8000001	8500000	537
Chr06	8500001	9000000	473
Chr06	9000001	9500000	499
Chr06	9500001	10000000	510
Chr06	10000001	10500000	513
Chr06	10500001	11000000	494
Chr06	11000001	11500000	529
Chr06	11500001	12000000	541
Chr06	12000001	12500000	525
Chr06	12500001	13000000	549
Chr06	13000001	13500000	533
Chr06	13500001	14000000	503
Chr06	14000001	14500000	532
Chr06	14500001	15000000	544
Chr06	15000001	15500000	625
Chr06	15500001	16000000	373
Chr06	16000001	16500000	493
Chr06	16500001	17000000	557
Chr06	17000001	17500000	565
Chr06	17500001	18000000	489
Chr06	18000001	18500000	526
Chr06	18500001	19000000	514
Chr06	19000001	19500000	485
Chr06	19500001	20000000	456
Chr06	20000001	20500000	577
Chr06	20500001	21000000	484
Chr06	21000001	21500000	521
Chr06	21500001	22000000	469
Chr06	22000001	22500000	480
Chr06	22500001	23000000	476
Chr06	23000001	23500000	454
Chr06	23500001	24000000	473
Chr06	24000001	24500000	520
Chr06	24500001	25000000	364
Chr06	25000001	25500000	411
Chr06	25500001	26000000	474
Chr06	26000001	26500000	388
Chr06	26500001	27000000	388
Chr06	27000001	27500000	482
Chr06	27500001	27516652	4
Chr07	1	500000	426
Chr07	500001	1000000	469
Chr07	1000001	1500000	445
Chr07	1500001	2000000	476
Chr07	2000001	2500000	492
Chr07	2500001	3000000	512
Chr07	3000001	3500000	579
Chr07	3500001	4000000	561
Chr07	4000001	4500000	577
Chr07	4500001	5000000	498
Chr07	5000001	5500000	511
Chr07	5500001	6000000	512
Chr07	6000001	6500000	460
Chr07	6500001	7000000	327
Chr07	7000001	7500000	272
Chr07	7500001	8000000	423
Chr07	8000001	8500000	540
Chr07	8500001	9000000	538
Chr07	9000001	9500000	505
Chr07	9500001	10000000	506
Chr07	10000001	10500000	544
Chr07	10500001	11000000	509
Chr07	11000001	11500000	551
Chr07	11500001	12000000	544
Chr07	12000001	12500000	500
Chr07	12500001	13000000	444
Chr07	13000001	13500000	479
Chr07	13500001	14000000	428
Chr07	14000001	14500000	334
Chr07	14500001	15000000	450
Chr07	15000001	15500000	444
Chr07	15500001	15561420	56
Chr08	1	500000	369
Chr08	500001	1000000	303
Chr08	1000001	1500000	369
Chr08	1500001	2000000	388
Chr08	2000001	2500000	384
Chr08	2500001	3000000	375
Chr08	3000001	3500000	390
Chr08	3500001	4000000	367
Chr08	4000001	4500000	391
Chr08	4500001	5000000	361
Chr08	5000001	5500000	342
Chr08	5500001	6000000	385
Chr08	6000001	6500000	367
Chr08	6500001	7000000	413
Chr08	7000001	7500000	355
Chr08	7500001	8000000	459
Chr08	8000001	8500000	450
Chr08	8500001	9000000	437
Chr08	9000001	9500000	418
Chr08	9500001	10000000	393
Chr08	10000001	10500000	409
Chr08	10500001	11000000	402
Chr08	11000001	11500000	435
Chr08	11500001	12000000	403
Chr08	12000001	12500000	421
Chr08	12500001	13000000	459
Chr08	13000001	13500000	451
Chr08	13500001	14000000	450
Chr08	14000001	14500000	493
Chr08	14500001	15000000	583
Chr08	15000001	15500000	434
Chr08	15500001	16000000	627
Chr08	16000001	16500000	551
Chr08	16500001	17000000	478
Chr08	17000001	17500000	558
Chr08	17500001	18000000	560
Chr08	18000001	18500000	483
Chr08	18500001	19000000	529
Chr08	19000001	19195260	80
Chr09	1	500000	540
Chr09	500001	1000000	432
Chr09	1000001	1500000	507
Chr09	1500001	2000000	594
Chr09	2000001	2500000	592
Chr09	2500001	3000000	546
Chr09	3000001	3500000	514
Chr09	3500001	4000000	486
Chr09	4000001	4500000	525
Chr09	4500001	5000000	440
Chr09	5000001	5500000	474
Chr09	5500001	6000000	438
Chr09	6000001	6500000	418
Chr09	6500001	7000000	415
Chr09	7000001	7500000	396
Chr09	7500001	8000000	429
Chr09	8000001	8500000	377
Chr09	8500001	9000000	417
Chr09	9000001	9500000	343
Chr09	9500001	10000000	399
Chr09	10000001	10500000	379
Chr09	10500001	11000000	334
Chr09	11000001	11500000	365
Chr09	11500001	12000000	405
Chr09	12000001	12500000	329
Chr09	12500001	12987399	439
Chr10	1	500000	546
Chr10	500001	1000000	533
Chr10	1000001	1500000	487
Chr10	1500001	2000000	494
Chr10	2000001	2500000	497
Chr10	2500001	3000000	449
Chr10	3000001	3500000	496
Chr10	3500001	4000000	507
Chr10	4000001	4500000	492
Chr10	4500001	5000000	498
Chr10	5000001	5500000	491
Chr10	5500001	6000000	481
Chr10	6000001	6500000	511
Chr10	6500001	7000000	559
Chr10	7000001	7500000	512
Chr10	7500001	8000000	477
Chr10	8000001	8500000	515
Chr10	8500001	9000000	479
Chr10	9000001	9500000	449
Chr10	9500001	10000000	484
Chr10	10000001	10500000	454
Chr10	10500001	11000000	583
Chr10	11000001	11500000	412
Chr10	11500001	12000000	408
Chr10	12000001	12500000	445
Chr10	12500001	13000000	424
Chr10	13000001	13500000	408
Chr10	13500001	14000000	385
Chr10	14000001	14500000	426
Chr10	14500001	15000000	509
Chr10	15000001	15500000	380
Chr10	15500001	16000000	393
Chr10	16000001	16500000	404
Chr10	16500001	17000000	408
Chr10	17000001	17500000	374
Chr10	17500001	18000000	431
Chr10	18000001	18500000	370
Chr10	18500001	19000000	422
Chr10	19000001	19500000	344
Chr10	19500001	20000000	332
Chr10	20000001	20500000	339
Chr10	20500001	21000000	347
Chr10	21000001	21500000	346
Chr10	21500001	22000000	353
Chr10	22000001	22500000	329
Chr10	22500001	22799081	267
Chr11	1	500000	446
Chr11	500001	1000000	459
Chr11	1000001	1500000	513
Chr11	1500001	2000000	498
Chr11	2000001	2500000	451
Chr11	2500001	3000000	448
Chr11	3000001	3500000	489
Chr11	3500001	4000000	512
Chr11	4000001	4500000	545
Chr11	4500001	5000000	547
Chr11	5000001	5500000	535
Chr11	5500001	6000000	545
Chr11	6000001	6500000	554
Chr11	6500001	7000000	466
Chr11	7000001	7500000	506
Chr11	7500001	8000000	491
Chr11	8000001	8500000	532
Chr11	8500001	9000000	518
Chr11	9000001	9500000	474
Chr11	9500001	10000000	348
Chr11	10000001	10500000	730
Chr11	10500001	11000000	526
Chr11	11000001	11500000	472
Chr11	11500001	12000000	483
Chr11	12000001	12500000	449
Chr11	12500001	13000000	482
Chr11	13000001	13500000	497
Chr11	13500001	14000000	515
Chr11	14000001	14500000	503
Chr11	14500001	15000000	543
Chr11	15000001	15500000	466
Chr11	15500001	16000000	502
Chr11	16000001	16500000	452
Chr11	16500001	17000000	421
Chr11	17000001	17500000	441
Chr11	17500001	18000000	502
Chr11	18000001	18500000	415
Chr11	18500001	19000000	427
Chr11	19000001	19288771	273
Chr12	1	500000	497
Chr12	500001	1000000	452
Chr12	1000001	1500000	459
Chr12	1500001	2000000	479
Chr12	2000001	2500000	414
Chr12	2500001	3000000	456
Chr12	3000001	3500000	451
Chr12	3500001	4000000	490
Chr12	4000001	4500000	595
Chr12	4500001	5000000	556
Chr12	5000001	5500000	570
Chr12	5500001	6000000	518
Chr12	6000001	6500000	483
Chr12	6500001	7000000	483
Chr12	7000001	7500000	662
Chr12	7500001	8000000	685
Chr12	8000001	8500000	537
Chr12	8500001	9000000	435
Chr12	9000001	9500000	518
Chr12	9500001	10000000	560
Chr12	10000001	10500000	494
Chr12	10500001	11000000	545
Chr12	11000001	11500000	521
Chr12	11500001	12000000	455
Chr12	12000001	12500000	470
Chr12	12500001	13000000	410
Chr12	13000001	13500000	332
Chr12	13500001	14000000	427
Chr12	14000001	14500000	445
Chr12	14500001	15000000	509
Chr12	15000001	15500000	473
Chr12	15500001	15589050	86
Chr13	1	500000	409
Chr13	500001	1000000	386
Chr13	1000001	1500000	359
Chr13	1500001	2000000	390
Chr13	2000001	2500000	427
Chr13	2500001	3000000	433
Chr13	3000001	3500000	485
Chr13	3500001	4000000	518
Chr13	4000001	4500000	497
Chr13	4500001	5000000	508
Chr13	5000001	5500000	485
Chr13	5500001	6000000	455
Chr13	6000001	6500000	552
Chr13	6500001	7000000	558
Chr13	7000001	7500000	507
Chr13	7500001	8000000	542
Chr13	8000001	8500000	495
Chr13	8500001	9000000	597
Chr13	9000001	9500000	516
Chr13	9500001	10000000	487
Chr13	10000001	10500000	535
Chr13	10500001	11000000	521
Chr13	11000001	11500000	499
Chr13	11500001	12000000	528
Chr13	12000001	12500000	534
Chr13	12500001	13000000	550
Chr13	13000001	13500000	480
Chr13	13500001	14000000	445
Chr13	14000001	14500000	481
Chr13	14500001	15000000	464
Chr13	15000001	15500000	492
Chr13	15500001	15705617	169
Chr14	1	500000	458
Chr14	500001	1000000	452
Chr14	1000001	1500000	397
Chr14	1500001	2000000	458
Chr14	2000001	2500000	440
Chr14	2500001	3000000	352
Chr14	3000001	3500000	450
Chr14	3500001	4000000	378
Chr14	4000001	4500000	487
Chr14	4500001	5000000	418
Chr14	5000001	5500000	366
Chr14	5500001	6000000	457
Chr14	6000001	6500000	419
Chr14	6500001	7000000	484
Chr14	7000001	7500000	498
Chr14	7500001	8000000	429
Chr14	8000001	8500000	419
Chr14	8500001	9000000	423
Chr14	9000001	9500000	475
Chr14	9500001	10000000	440
Chr14	10000001	10500000	501
Chr14	10500001	11000000	550
Chr14	11000001	11500000	510
Chr14	11500001	12000000	509
Chr14	12000001	12500000	483
Chr14	12500001	13000000	511
Chr14	13000001	13500000	545
Chr14	13500001	14000000	534
Chr14	14000001	14500000	502
Chr14	14500001	15000000	470
Chr14	15000001	15500000	323
Chr14	15500001	16000000	408
Chr14	16000001	16500000	424
Chr14	16500001	17000000	462
Chr14	17000001	17500000	479
Chr14	17500001	17801709	276
Chr15	1	500000	452
Chr15	500001	1000000	407
Chr15	1000001	1500000	499
Chr15	1500001	2000000	532
Chr15	2000001	2500000	551
Chr15	2500001	3000000	528
Chr15	3000001	3500000	555
Chr15	3500001	4000000	544
Chr15	4000001	4500000	541
Chr15	4500001	5000000	524
Chr15	5000001	5500000	537
Chr15	5500001	6000000	639
Chr15	6000001	6500000	700
Chr15	6500001	7000000	509
Chr15	7000001	7500000	436
Chr15	7500001	8000000	500
Chr15	8000001	8500000	482
Chr15	8500001	9000000	544
Chr15	9000001	9500000	490
Chr15	9500001	10000000	480
Chr15	10000001	10500000	506
Chr15	10500001	11000000	455
Chr15	11000001	11500000	450
Chr15	11500001	12000000	428
Chr15	12000001	12500000	463
Chr15	12500001	13000000	392
Chr15	13000001	13500000	515
Chr15	13500001	14000000	415
Chr15	14000001	14500000	446
Chr15	14500001	15000000	385
Chr15	15000001	15231745	196
Chr16	1	500000	421
Chr16	500001	1000000	463
Chr16	1000001	1500000	418
Chr16	1500001	2000000	410
Chr16	2000001	2500000	484
Chr16	2500001	3000000	475
Chr16	3000001	3500000	512
Chr16	3500001	4000000	495
Chr16	4000001	4500000	518
Chr16	4500001	5000000	504
Chr16	5000001	5500000	560
Chr16	5500001	6000000	549
Chr16	6000001	6500000	611
Chr16	6500001	7000000	468
Chr16	7000001	7500000	517
Chr16	7500001	8000000	526
Chr16	8000001	8500000	520
Chr16	8500001	9000000	620
Chr16	9000001	9500000	491
Chr16	9500001	10000000	519
Chr16	10000001	10500000	522
Chr16	10500001	11000000	511
Chr16	11000001	11500000	526
Chr16	11500001	12000000	509
Chr16	12000001	12500000	540
Chr16	12500001	13000000	487
Chr16	13000001	13500000	470
Chr16	13500001	14000000	577
Chr16	14000001	14500000	449
Chr16	14500001	14619816	125
Chr17	1	500000	459
Chr17	500001	1000000	473
Chr17	1000001	1500000	531
Chr17	1500001	2000000	451
Chr17	2000001	2500000	440
Chr17	2500001	3000000	542
Chr17	3000001	3500000	513
Chr17	3500001	4000000	504
Chr17	4000001	4500000	548
Chr17	4500001	5000000	500
Chr17	5000001	5500000	523
Chr17	5500001	6000000	471
Chr17	6000001	6500000	505
Chr17	6500001	7000000	672
Chr17	7000001	7500000	518
Chr17	7500001	8000000	538
Chr17	8000001	8500000	479
Chr17	8500001	9000000	516
Chr17	9000001	9500000	597
Chr17	9500001	10000000	518
Chr17	10000001	10500000	494
Chr17	10500001	11000000	480
Chr17	11000001	11500000	444
Chr17	11500001	12000000	442
Chr17	12000001	12500000	469
Chr17	12500001	13000000	464
Chr17	13000001	13500000	498
Chr17	13500001	14000000	417
Chr17	14000001	14500000	406
Chr17	14500001	15000000	415
Chr17	15000001	15189755	133
Chr18	1	500000	437
Chr18	500001	1000000	466
Chr18	1000001	1500000	486
Chr18	1500001	2000000	452
Chr18	2000001	2500000	522
Chr18	2500001	3000000	464
Chr18	3000001	3500000	523
Chr18	3500001	4000000	617
Chr18	4000001	4500000	567
Chr18	4500001	5000000	486
Chr18	5000001	5500000	562
Chr18	5500001	6000000	506
Chr18	6000001	6500000	574
Chr18	6500001	7000000	656
Chr18	7000001	7500000	498
Chr18	7500001	8000000	511
Chr18	8000001	8500000	511
Chr18	8500001	9000000	532
Chr18	9000001	9500000	510
Chr18	9500001	10000000	545
Chr18	10000001	10500000	560
Chr18	10500001	11000000	497
Chr18	11000001	11500000	593
Chr18	11500001	12000000	473
Chr18	12000001	12500000	439
Chr18	12500001	13000000	478
Chr18	13000001	13500000	440
Chr18	13500001	14000000	447
Chr18	14000001	14500000	452
Chr18	14500001	15000000	478
Chr18	15000001	15500000	414
Chr18	15500001	16000000	396
Chr18	16000001	16264003	214
Chr19	1	500000	492
Chr19	500001	1000000	554
Chr19	1000001	1500000	554
Chr19	1500001	2000000	526
Chr19	2000001	2500000	537
Chr19	2500001	3000000	583
Chr19	3000001	3500000	516
Chr19	3500001	4000000	576
Chr19	4000001	4500000	598
Chr19	4500001	5000000	509
Chr19	5000001	5500000	544
Chr19	5500001	6000000	551
Chr19	6000001	6500000	588
Chr19	6500001	7000000	370
Chr19	7000001	7500000	628
Chr19	7500001	8000000	505
Chr19	8000001	8500000	565
Chr19	8500001	9000000	460
Chr19	9000001	9500000	479
Chr19	9500001	10000000	504
Chr19	10000001	10500000	486
Chr19	10500001	11000000	510
Chr19	11000001	11500000	498
Chr19	11500001	12000000	535
Chr19	12000001	12500000	526
Chr19	12500001	13000000	500
Chr19	13000001	13500000	529
Chr19	13500001	14000000	521
Chr19	14000001	14500000	514
Chr19	14500001	15000000	471
Chr19	15000001	15500000	535
Chr19	15500001	15623655	131
